artist_name,music,main_genre,release date,explicit track
Justin Timberlake,Suit & Tie,pop,,
Milky Chance,Cocoon,pop,,
Lorde,Buzzcut Season,pop,,
Rudimental,Waiting All Night,pop,,
JosÃ© GonzÃ¡lez,Stay Alive,pop,,
Jason Derulo,The Other Side,pop,,
Arctic Monkeys,One For The Road,rock,,
Twenty One Pilots,Holding on to You,rock,,
Sebastian Ingrosso,Reload,electronic,,
Kid Cudi,Just What I Am,hip_hop,,
Avril Lavigne,Here's to Never Growing Up,pop,,
Edwin Luna y La Trakalosa de Monterrey,Borracho de Amor,world,,
Tim McGraw,Highway Don't Care,world,,
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,Ojos Verdes,world,,
Bring Me The Horizon,Sleepwalking,metal,,
The 1975,Girls,rock,,
Wisin & Yandel,Pam Pam,hip_hop,,
The Platters,The Great Pretender,rb_soul,,
Arctic Monkeys,No. 1 Party Anthem,rock,,
Chief Keef,I Don't Like (Remix),rb_soul,,
Hozier,Angel of Small Death and the Codeine Scene,rock,,
Jason Derulo,Marry Me,pop,,
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,Te Hubieras Ido Antes,world,,
Ariana Grande,Last Christmas,pop,,
Faul & Wad,Changes,electronic,,
Panic! At The Disco,Miss Jackson,pop,,
A$AP Rocky,Goldie,hip_hop,,
Gloria Trevi,No QuerÃ­as Lastimarme,pop,,
One Direction,Midnight Memories,pop,,
Avenged Sevenfold,Shepherd of Fire,metal,,
Milky Chance,Down By The River,pop,,
Katy Perry,Birthday,pop,,
RY X,Berlin,indie,,
"Tyler, The Creator",IFHY,hip_hop,,
Los Ãngeles Azules,Mis Sentimientos,world,,
Cody Simpson,La Da Dee,pop,,
Volbeat,Lola Montez,metal,,
PARTYNEXTDOOR,Wus Good / Curious,rb_soul,,
Yellow Claw,DJ Turn It Up,electronic,,
JhenÃ© Aiko,Bed Peace,rb_soul,,
Leona Lewis,One More Sleep,pop,,
Baby Rasta & Gringo,Me Niegas,world,,
Villagers,Nothing Arrived,pop,,
salvia palth,(dream),world,,
ZoÃ©,Arrullo De Estrellas,rock,,
Ariana Grande,Santa Baby,pop,,
Nina Simone,My Baby Just Cares for Me (2013,rb_soul,,
Jack Johnson,I Got You,rock,,
Blake Shelton,Boys 'Round Here,world,,
Alligatoah,Willst du,pop,,
Drake,Too Much,hip_hop,,
Fall Out Boy,Alone Together,rock,,
James Blake,Retrograde,pop,,
Zendaya,Replay,pop,,
Disclosure,Help Me Lose My Mind,electronic,,
Kanye West,Blood On The Leaves,hip_hop,,
Wilkinson,Afterglow,electronic,,
A$AP Ferg,Shabba,hip_hop,,
Five Finger Death Punch,Lift Me Up,metal,,
Sticky Fingers,How To Fly,world,,
La Arrolladora Banda El LimÃ³n De Rene Camacho,Mi Segunda Vida,world,,
Paul Kalkbrenner,Sky and Sand,electronic,,
Fly Project,Toca Toca,pop,,
James Bay,Need The Sun To Break,rock,,
Michael BublÃ©,It's a Beautiful Day,other,,
Major Lazer,Get Free,pop,,
Maluma,La Temperatura,pop,,
Ciara,Body Party,pop,,
London Grammar,Strong,pop,,
Bastille,Things We Lost In The Fire,rock,,
Cash Cash,Take Me Home,electronic,,
Carlos Vives,VolvÃ­ a Nacer,pop,,
Parra for Cuva,Wicked Games,electronic,,
Ylvis,The Fox (What Does the Fox Say?),other,,
Bastille,Oblivion,rock,,
Echosmith,Bright,pop,,
BTS,No More Dream,pop,,
One Direction,Half a Heart,pop,,
Thomas Rhett,It Goes Like This,world,,
BTS,Like,pop,,
Bastille,Of The Night,rock,,
Drake,Worst Behavior,hip_hop,,
Bring Me The Horizon,Shadow Moses,metal,,
The 1975,Fallingforyou,rock,,
Chance the Rapper,Cocoa Butter Kisses,hip_hop,,
CHVRCHES,The Mother We Share,electronic,,
Imran Khan,Satisfya,hip_hop,,
Sleeping At Last,Saturn,rb_soul,,
Traviezoz de la Zierra,Mi Pasado y Mi Presente,world,,
Ariana Grande,Daydreamin',pop,,
Julia Sheer,Little Talks,pop,,
Lorde,Everybody Wants To Rule The World,pop,,
John Mayer,Who You Love,rock,,
Ed Sheeran,Afire Love,pop,,
One Direction,One Way or Another (Teenage Kicks),pop,,
The Strokes,"Call It Fate, Call It Karma",rock,,
London Grammar,Wasting My Young Years,pop,,
Five Finger Death Punch,House of the Rising Sun,metal,,
will.i.am,Feelin' Myself,pop,,
J. Cole,Forbidden Fruit,hip_hop,,
Ariana Grande,Honeymoon Avenue,pop,,
Little Mix,Salute,pop,,
HAIM,The Wire,electronic,,
Selena Gomez,Slow Down,pop,,
Juan MagÃ¡n,Si No Te Quisiera,hip_hop,,
Skillet,Not Gonna Die,metal,,
Los Bunkers,Bailando Solo,rock,,
The National,I Need My Girl,pop,,
Lorde,Glory And Gore,pop,,
Lorde,The Love Club,pop,,
One Direction,Happily,pop,,
Yandel,Moviendo Caderas,hip_hop,,
Rufus Wainwright,Hallelujah,pop,,
Sage The Gemini,Red Nose,hip_hop,,
Iggy Azalea,Work,hip_hop,,
Ace Hood,Bugatti,hip_hop,,
The Neighbourhood,Flawless,rock,,
MinistÃ©rio Zoe,Aquieta Minh'alma,world,,
Linked Horizon,ç´è®ã®å¼ç¢,rock,,
Ty Dolla $ign,Paranoid,hip_hop,,
Luke Bryan,Drink A Beer,world,,
Calibre 50,Javier El De Los Llanos,world,,
Drake,Furthest Thing,hip_hop,,
Alejandro FernÃ¡ndez,Hoy Tengo Ganas De Ti,pop,,
Helene Fischer,Atemlos durch die Nacht,pop,,
Justin Bieber,Nothing Like Us,pop,,
Pritam,Subhanallah,world,,
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,Y AsÃ­ Fue,world,,
August Alsina,I Luv This Shit,pop,,
Drake,The Language,hip_hop,,
J Balvin,Yo Te Lo Dije,world,,
Arctic Monkeys,Fireside,rock,,
Eminem,Headlights,hip_hop,,
Pharrell Williams,Just A Cloud Away,pop,,
La Arrolladora Banda El LimÃ³n De Rene Camacho,El Ruido De Tus Zapatos,world,,
Juicy J,Bandz A Make Her Dance,hip_hop,,
Airbag,Por Mil Noches,rock,,
Dropkick Murphys,Rose Tattoo,rock,,
John Legend,You & I (Nobody in the World),pop,,
The War On Drugs,Red Eyes,pop,,
Twenty One Pilots,Trees,rock,,
Eminem,Legacy,hip_hop,,
Thomas Rhett,Get Me Some Of That,world,,
GIMS,J'me tire,hip_hop,,
Sara Bareilles,I Choose You,pop,,
Drake,Come Thru,hip_hop,,
Arctic Monkeys,Stop The World I Wanna Get Off With You,rock,,
Childish Gambino,III. Urn,hip_hop,,
will.i.am,This Is Love,pop,,
Maejor,Lolly,hip_hop,,
Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",hip_hop,,
Childish Gambino,I. The Worst Guys,hip_hop,,
James Arthur,Certain Things,pop,,
Queens of the Stone Age,I Sat by the Ocean,metal,,
Twenty One Pilots,The Run and Go,rock,,
Tori Kelly,Dear No One,pop,,
Eminem,Beautiful Pain,hip_hop,,
Daddy Yankee,La Nueva Y La Ex,hip_hop,,
One Direction,Diana,pop,,
OneRepublic,Something I Need,pop,,
Big Yamo,Entre la Playa Ella y Yo,hip_hop,,
Ed Sheeran,Nina,pop,,
What So Not,High You Are (Branchez Remix),electronic,,
Kacey Musgraves,Follow Your Arrow,world,,
GROUPLOVE,Ways to Go,rock,,
Lorde,400 Lux,pop,,
Ed Sheeran,Runaway,pop,,
Kanye West,New Slaves,hip_hop,,
SALES,Renee,,,
Cole Swindell,Chillin' It,world,,
Fitz and The Tantrums,The Walker,indie,,
A$AP Rocky,LVL,hip_hop,,
AJR,I'm Ready,,,
Daft Punk,Doin' it Right,electronic,,
Ariana Grande,Tattooed Heart,pop,,
The Killers,Shot At The Night,rock,,
Ariana Grande,Baby I,pop,,
Icona Pop,All Night,pop,,
Twenty One Pilots,Screen,rock,,
Kings of Leon,Wait for Me,rock,,
Tyga,Switch Lanes,hip_hop,,
Arctic Monkeys,I Want It All,rock,,
Luke Bryan,Crash My Party,world,,
Prince Royce,Te RobarÃ©,world,,
Escape the Fate,One For the Money,metal,,
Twenty One Pilots,Fake You Out,rock,,
Wankelmut,My Head Is A Jungle,electronic,,
"Tyler, The Creator",Answer,hip_hop,,
London Grammar,Hey Now,pop,,
Capital Cities,Kangaroo Court,pop,,
Daft Punk,Giorgio by Moroder,electronic,,
Pesado,OjalÃ¡ que te mueras,world,,
Drake,Wu-Tang Forever,hip_hop,,
BTS,We Are Bulletproof Pt.2,pop,,
Palak Muchhal,"Chahun Main Ya Naa (From ""Aashiqui 2"")",world,,
Pesado,A chillar a otra parte,world,,
Lady Gaga,G.U.Y.,pop,,
The Neighbourhood,A Little Death,rock,,
Kanye West,On Sight,hip_hop,,
A$AP Rocky,1Train,hip_hop,,
Fall Out Boy,Just One Yesterday,rock,,
Paramore,Interlude: I'm Not Angry Anymore,pop,,
Kevin Gates,Thinking with My Dick,hip_hop,,
Claptone,No Eyes,electronic,,
Daft Punk,Give Life Back to Music,electronic,,
Arctic Monkeys,Mad Sounds,rock,,
Los Ãngeles Azules,Entrega De Amor,world,,
Silent Sanctuary,Sa'yo,world,,
Kanye West,Hold My Liquor,hip_hop,,
Gabrielle Aplin,Please Don't Say You Love Me,pop,,
The Clash,I Fought the Law,rock,,
Earl Sweatshirt,Chum,hip_hop,,
J Balvin,Tranquila,world,,
Pesado,Loco,world,,
Los Primos MX,Mi Bello Ãngel,world,,
Mac Miller,Objects in the Mirror,hip_hop,,
Rhye,Open,,,
Drake,Own It,hip_hop,,
Banda Tierra Sagrada,El Bueno y el Malo,world,,
EXO,Growl,,,
Blake Shelton,Sure Be Cool If You Did,world,,
John Mayer,Wildfire,rock,,
Fall Out Boy,Young Volcanoes,rock,,
Vampire Weekend,Unbelievers,pop,,
Grupo RevelaÃ§Ã£o,TÃ¡ Escrito,world,,
Kings of Leon,Supersoaker,rock,,
Mariah Carey,#Beautiful,pop,,
J. Cole,Rich Niggaz,hip_hop,,
Wale,Bad,pop,,
Jogja Hip Hop Foundation,Cintamu Sepahit Topi Miring,hip_hop,,
Heroes Del Silencio,La chispa adecuada (Bendecida 3),rock,,
Nas,Nas Is Like,pop,,
The Neighbourhood,W.D.Y.W.F.M?,rock,,
Brett Eldredge,Beat of the Music,world,,
Lady Gaga,Do What U Want,pop,,
Julio Melgar,Creo En Ti,other,,
Sticky Fingers,Australia Street,world,,
Cage The Elephant,Telescope,rock,,
Sam Smith,Nirvana,pop,,
Luke Bryan,Roller Coaster,world,,
Twenty One Pilots,Truce,rock,,
Ankit Tiwari,Sunn Raha Hai (Male Version),world,,
Atlas Genius,Trojans,electronic,,
Elliot Moss,Slip,pop,,
Twenty One Pilots,Semi-Automatic,rock,,
Ed Sheeran,Take It Back,pop,,
Eminem,Bad Guy,hip_hop,,
Fifth Harmony,Miss Movin' On,pop,,
Milky Chance,Colorado,pop,,
The Killers,Just Another Girl,rock,,
Heroes Del Silencio,HÃ©roe de leyenda,rock,,
Daughtry,Waiting for Superman,metal,,
OneRepublic,Feel Again,pop,,
Kid Ink,Money and the Power,pop,,
Tristam,Flight,electronic,,
Kacey Musgraves,Merry Go 'Round,world,,
Paulina Rubio,Yo No Soy Esa Mujer,pop,,
Smallpools,Dreaming,rock,,
JAY-Z,F*ckwithmeyouknowigotit,hip_hop,,
The Rain,Terlatih Patah Hati,other,,
Aloe Blacc,Wake Me Up,pop,,
Diplo,Revolution,pop,,
Vampire Weekend,Step,pop,,
One Direction,Don't Forget Where You Belong,pop,,
A$AP Rocky,PMW (All I Really Need),hip_hop,,
Lorde,A World Alone,pop,,
Matchbox Twenty,Unwell,rock,,
Avenged Sevenfold,This Means War,metal,,
Nora En Pure,Come with Me,electronic,,
RAN,Dekat Di Hati,,,
Drake,Tuscan Leather,hip_hop,,
Skank,Resposta,rock,,
Ariana Grande,Right There,pop,,
J. Cole,Land Of The Snakes,hip_hop,,
The 1975,Settle Down,rock,,
Lil Wayne,No Worries,hip_hop,,
Disclosure,When A Fire Starts To Burn,electronic,,
The Killers,Runaways,rock,,
Tori Kelly,Paper Hearts,pop,,
Pritam,Ilahi,world,,
Anderson Freire,Raridade,other,,
Ed Sheeran,Even My Dad Does Sometimes,pop,,
Krewella,Alive,electronic,,
Juan MagÃ¡n,Mal De Amores,hip_hop,,
One Direction,Through the Dark,pop,,
Skillet,Rise,metal,,
Daughter,Smother,other,,
Juicy J,Bounce It,hip_hop,,
Bastille,Bad Blood,rock,,
Disclosure,White Noise,electronic,,
Ed Sheeran,The Man,pop,,
Miley Cyrus,FU,pop,,
Juicy J,Smoke A Nigga,hip_hop,,
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,Y Me Da VergÃ¼enza,world,,
Adele,Someone Like You,pop,1/18/2011,0.0
Adele,Someone Like You,pop,7/7/2011,0.0
Foster The People,Pumped Up Kicks,electronic,1/1/2010,0.0
Adele,Rolling in the Deep,pop,,
Gotye,Somebody That I Used To Know,pop,1/1/2011,0.0
Lucenzo,Danza Kuduro,world,,
Rihanna,We Found Love,pop,1/1/2011,0.0
Christina Perri,a thousand years,pop,,
David Guetta,Titanium,electronic,,
Adele,Set Fire to the Rain,pop,1/1/2011,0.0
JAY-Z,Ni**as In Paris,hip_hop,1/1/2011,1.0
Snoop Dogg,"Young, Wild & Free",hip_hop,,
Gym Class Heroes,Stereo Hearts,hip_hop,,
Coldplay,Paradise,rock,10/19/2011,0.0
Pitbull,Give Me Everything,pop,,
Nicki Minaj,Starships,pop,1/1/2012,1.0
M83,Midnight City,electronic,1/1/2011,0.0
Calvin Harris,Feel So Close,pop,,
Michael BublÃ©,It's Beginning to Look a Lot like Christmas,other,,
J. Cole,Work Out,hip_hop,7/4/2011,1.0
Ed Sheeran,The A Team,pop,,
Avicii,Levels,pop,,
Lana Del Rey,Video Games,pop,,
GROUPLOVE,Tongue Tied,rock,,
Flo Rida,Wild Ones,pop,,
Bruno Mars,It Will Rain,pop,,
Selena Gomez & The Scene,Love You Like A Love Song,pop,,
The Wanted,Glad You Came,pop,,
Birdy,Skinny Love,rock,,
AWOLNATION,Sail,indie,1/1/2010,0.0
Justin Bieber,Mistletoe,pop,,
LMFAO,Party Rock Anthem,pop,1/1/2011,0.0
Imagine Dragons,It's Time,rock,,
Rihanna,Where Have You Been,pop,1/1/2011,0.0
Flo Rida,Good Feeling,pop,1/1/2011,0.0
Kelly Clarkson,Stronger (What Doesn't Kill You),pop,,
Drake,Headlines,hip_hop,,
BeyoncÃ©,Love On Top,pop,,
Drake,Take Care,hip_hop,11/15/2011,1.0
Frank Ocean,Novacane,hip_hop,,
Lady Gaga,Born This Way,pop,,
The Paper Kites,Bloom,indie,,
Michael BublÃ©,Holly Jolly Christmas,other,,
David Guetta,Where Them Girls At,electronic,,
Drake,Marvins Room,hip_hop,7/22/2011,1.0
Lykke Li,I Follow Rivers,pop,,
Jennifer Lopez,On The Floor,pop,1/1/2011,0.0
The Weeknd,Wicked Games,rb_soul,,
Jessie J,Price Tag,pop,,
The Black Keys,Lonely Boy,rock,,
BeyoncÃ©,Run the World (Girls),pop,,
David Guetta,Play Hard,electronic,,
Ed Sheeran,Lego House,pop,,
Jessie J,Domino,pop,,
Drake,The Motto,hip_hop,11/15/2011,1.0
Lil Wayne,Mirror,hip_hop,1/1/2011,1.0
Childish Gambino,Les,hip_hop,,
Christina Perri,jar of hearts,pop,,
Pitbull,International Love,pop,,
Lady Gaga,Judas,pop,,
Ed Sheeran,Give Me Love,pop,,
Lady Gaga,Bloody Mary,pop,,
Lil Wayne,6 Foot 7 Foot,hip_hop,,
Selena Gomez & The Scene,Who Says,pop,,
Childish Gambino,Heartbeat,hip_hop,,
Luke Bryan,Country Girl (Shake It For Me),world,1/1/2011,0.0
David Guetta,Without You,electronic,,
Eric Church,Springsteen,world,,
Ed Sheeran,Kiss Me,pop,,
Ricardo Arjona,Fuiste TÃº,world,,
The Weeknd,The Morning,rb_soul,,
Reik,Creo en Ti,,,
"Tyler, The Creator",She,hip_hop,,
LMFAO,Sexy And I Know It,pop,1/1/2011,0.0
Bon Iver,Holocene,pop,,
Mac Miller,Donald Trump,hip_hop,,
Kendrick Lamar,A.D.H.D,hip_hop,,
Florence + The Machine,Shake It Out,pop,,
Adele,Turning Tables,pop,,
Ben Howard,Only Love,pop,,
JAY-Z,No Church In The Wild,hip_hop,,
Avril Lavigne,What the Hell,pop,,
BeyoncÃ©,Best Thing I Never Had,pop,,
Childish Gambino,Bonfire,hip_hop,,
Taio Cruz,Hangover,pop,,
Daughter,Youth,other,,
Sean Paul,She Doesn't Mind,pop,,
M83,Wait,electronic,,
ZoÃ©,Labios Rotos,rock,,
Jason Derulo,It Girl,pop,,
Tyga,Rack City,hip_hop,,
Scorpions,Still Loving You,rock,,
Jake Owen,Barefoot Blue Jean Night,world,,
The Drums,Money,indie,,
Drake,Crew Love,hip_hop,,
Jesse & Joy,Â¡Corre!,pop,,
The Weeknd,House Of Balloons / Glass Table Girls,rb_soul,,
Adele,Rumour Has It,pop,,
Dr. Dre,I Need A Doctor,,,
Young the Giant,Cough Syrup,electronic,,
The Weeknd,High For This,rb_soul,,
Fuego,Una Vaina Loca,hip_hop,,
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],electronic,,
Rihanna,You Da One,pop,,
Justin Bieber,Never Say Never,pop,,
Eric Church,Drink In My Hand,world,,
Demi Lovato,Give Your Heart a Break,pop,,
Metronomy,The Look,electronic,,
Coldplay,Every Teardrop Is a Waterfall,rock,,
Lady Gaga,The Edge Of Glory,pop,,
Drake,HYFR (Hell Ya Fucking Right),hip_hop,,
The Black Keys,Gold on the Ceiling,rock,,
Lil Wayne,How To Love,hip_hop,1/1/2011,0.0
Birdy,People Help the People,rock,,
Hunter Hayes,Wanted,world,,
Michael BublÃ©,Santa Claus Is Coming to Town,other,,
ZoÃ©,SoÃ±Ã©,rock,,
Ben Howard,Old Pine,pop,,
Bad Meets Evil,Fast Lane,hip_hop,,
Michel TelÃ³,Ai Se Eu Te Pego,world,,
Florence + The Machine,Spectrum (Say My Name),pop,,
Cobra Starship,You Make Me Feel...,pop,,
Adele,One And Only,pop,,
Coldplay,Princess of China,rock,,
David Guetta,Turn Me On,electronic,,
Snoop Dogg,Sweat,hip_hop,,
Pablo AlborÃ¡n,Solamente tÃº,pop,,
Cher Lloyd,Want U Back,pop,,
Drake,Make Me Proud,hip_hop,,
Britney Spears,Criminal,pop,,
ZoÃ©,Luna,rock,,
The Head And The Heart,Rivers and Roads,pop,,
Adele,Don't You Remember,pop,,
DJ Khaled,I'm On One,hip_hop,,
Foster The People,Houdini,electronic,,
The Weeknd,What You Need,rb_soul,,
Pitbull,Rain Over Me,pop,,
Falling In Reverse,The Drug In Me Is You,metal,,
Yuridia,Ya Te OlvidÃ©,pop,,
Drake,Practice,hip_hop,,
Lil Wayne,She Will,hip_hop,,
Bad Meets Evil,Lighters,hip_hop,,
Ed Sheeran,Drunk,pop,,
Drake,Doing It Wrong,hip_hop,,
JAY-Z,Otis,hip_hop,,
Skrillex,First of the Year (Equinox),electronic,,
Olly Murs,Dance with Me Tonight,pop,,
Demi Lovato,Skyscraper,pop,,
Coldplay,Charlie Brown,rock,,
Foo Fighters,Walk,metal,,
Nicki Minaj,Pound The Alarm,pop,,
Jesse & Joy,La De La Mala Suerte,pop,,
Nickelback,When We Stand Together,metal,,
Kelly Rowland,Motivation,hip_hop,,
Eli Young Band,Crazy Girl,world,,
Luke Bryan,I Don't Want This Night To End,world,,
Sachin-Jigar,Saibo,pop,,
Wale,Lotus Flower Bomb,pop,,
Ben Howard,Keep Your Head Up,pop,,
"Tyler, The Creator",Yonkers,hip_hop,,
Gavin DeGraw,Not Over You,rock,,
Daughter,Medicine,other,,
J Alvarez,"Sexo, Sudor y Calor",world,,
Ed Sheeran,Small Bump,pop,,
Drake,Shot For Me,hip_hop,,
Banda El Recodo,La Mejor De Todas,world,,
Vierra,Seandainya,pop,,
Scorpions,Rock You Like a Hurricane,rock,,
Michael BublÃ©,Jingle Bells,other,,
Juan MagÃ¡n,Bailando por Ahi,hip_hop,,
Alex Clare,Too Close,rock,,
Florence + The Machine,Never Let Me Go,pop,,
Swedish House Mafia,Save The World,electronic,,
JAY-Z,Gotta Have It,hip_hop,,
Rise Against,Satellite,metal,,
Boy Wonder CF,Siente El Boom,world,,
J. Cole,Can't Get Enough,hip_hop,,
Wiz Khalifa,No Sleep,hip_hop,,
Sean Paul,Got 2 Luv U,pop,,
The Weeknd,The Party & The After Party,rb_soul,,
Drake,Cameras / Good Ones Go Interlude,hip_hop,,
Pink Floyd,Wish You Were Here,rock,,
Lucenzo,Baila Morena,world,,
The Head And The Heart,Lost in My Mind,pop,,
Michael BublÃ©,I'll Be Home for Christmas,other,,
Sleeping With Sirens,If You Can't Hang,pop,,
Luke Bryan,Drunk On You,world,,
BeyoncÃ©,Countdown,pop,,
Gusttavo Lima,Balada,world,,
Michael BublÃ©,White Christmas,other,,
M83,Outro,electronic,,
Eli Young Band,Even If It Breaks Your Heart,world,,
Miranda Lambert,Mama's Broken Heart,world,,
Dizzee Rascal,Dance Wiv Me,hip_hop,,
Michael BublÃ©,All I Want for Christmas Is You,other,,
Dizzee Rascal,Bonkers,hip_hop,,
Frank Ocean,Swim Good,hip_hop,,
Rodney Atkins,Take A Back Road,world,,
Cody Johnson,Diamond In My Pocket,world,,
Ed Sheeran,"You Need Me, I Don't Need You",pop,,
The Lonely Island,I Just Had Sex,hip_hop,,
ManÃ¡,Amor Clandestino,pop,,
Benjamin Francis Leftwich,Shine,pop,,
Technotronic,Pump Up The Jam,electronic,,
Foster The People,Helena Beat,electronic,,
Lady Gaga,YoÃ¼ And I,pop,,
Britney Spears,Till the World Ends,pop,,
J. Cole,In The Morning,hip_hop,,
Hunter Hayes,I Want Crazy,world,,
Michael BublÃ©,Christmas (Baby Please Come Home),other,,
Jessie J,Who You Are,pop,,
Britney Spears,I Wanna Go,pop,,
T-Pain,Best Love Song,pop,,
Rihanna,Talk That Talk,pop,,
JAY-Z,Why I Love You,hip_hop,,
The Weeknd,Coming Down,rb_soul,,
Michael BublÃ©,Have Yourself a Merry Little Christmas,other,,
Charlie Brown Jr.,ZÃ³io De Lula,rock,,
Banda MS de Sergio LizÃ¡rraga,Mi Olvido,world,,
Franco De Vita,Te Amo,pop,,
Avril Lavigne,Wish You Were Here,pop,,
The Kooks,Junk Of The Heart (Happy),indie,,
Franco De Vita,Tan SÃ³lo TÃº,pop,,
Wiz Khalifa,Roll Up,hip_hop,,
Michael BublÃ©,Cold December Night,other,,
Luke Bryan,Kiss Tomorrow Goodbye,world,,
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,rock,,
Benny Benassi,Cinema,electronic,,
Hollywood Undead,Bullet,metal,,
Jack Johnson,Flake,rock,,
RÃ­o Roma,Me Cambiaste la Vida,pop,,
2NE1,I AM THE BEST,pop,,
Los Caligaris,RazÃ³n,rock,,
J. Cole,Nobody's Perfect,hip_hop,,
Wiz Khalifa,On My Level,hip_hop,,
James Morrison,I Won't Let You Go,rock,,
Adele,Lovesong,pop,,
Bon Iver,Wash.,pop,,
BeyoncÃ©,Dance for You,pop,,
Calvin Harris,Bounce,pop,,
BeyoncÃ©,End of Time,pop,,
Toby Keith,Red Solo Cup,world,,
ManÃ¡,El verdadero amor perdona,pop,,
Lady A,Just A Kiss,pop,,
Foster The People,Don't Stop (Color on the Walls),electronic,,
Falling In Reverse,I'm Not A Vampire,metal,,
Montgomery Gentry,Where I Come From,world,,
Ben Howard,Promise,pop,,
Kendrick Lamar,HiiiPower,hip_hop,,
Drake,Over My Dead Body,hip_hop,,
Emma Louise,Jungle,indie,,
Jason Derulo,Don't Wanna Go Home,pop,,
M83,My Tears Are Becoming A Sea,electronic,,
David Guetta,Little Bad Girl,electronic,,
Pepe Aguilar,Prometiste,world,,
Colbie Caillat,Brighter Than The Sun,pop,,
The Vaccines,If You Wanna,rock,,
Marcell,Takkan Terganti,rb_soul,,
The Black Keys,Little Black Submarines,rock,,
J Alvarez,Junto al Amanecer,world,,
Kendrick Lamar,Rigamortus,hip_hop,,
Kirko Bangz,Drank in My Cup,hip_hop,,
Alejandro Sanz,"Te lo agradezco, pero no",world,,
Drake,Look What You've Done,hip_hop,,
Lil Wayne,Blunt Blowin,hip_hop,,
Nicki Minaj,Beez In The Trap,pop,,
Andy Grammer,Fine By Me,rock,,
Foster The People,Call It What You Want,electronic,,
Michael BublÃ©,Santa Baby,other,,
Gym Class Heroes,Ass Back Home,hip_hop,,
Cage The Elephant,Shake Me Down,rock,,
The Weeknd,Loft Music,rb_soul,,
Alejandro Sanz,Desde cuando,world,,
Lady Gaga,Government Hooker,pop,,
Lady Gaga,Marry The Night,pop,,
Falling In Reverse,Good Girls Bad Guys,metal,,
Example,Changed the Way You Kiss Me,electronic,,
The Oh Hellos,Hello My Old Heart,pop,,
Imagine Dragons,Amsterdam,rock,,
George Strait,Give It Away,world,,
Dalmata,Dile a Tu Amiga,world,,
Alex Turner,Stuck on the puzzle,indie,,
Geisha,Karena Kamu,pop,,
Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),pop,,
Chris Young,Tomorrow,world,,
Foo Fighters,These Days,metal,,
T-Pain,Turn All the Lights On,pop,,
Michael BublÃ©,Silent Night,other,,
Christina Perri,arms,pop,,
Pusha T,Trouble on My Mind,hip_hop,,
Veronica Maggio,Jag kommer,pop,,
B.o.B,Strange Clouds,rock,,
LMFAO,Sorry For Party Rocking,pop,,
Rihanna,Birthday Cake,pop,,
Rammstein,Rosenrot,metal,,
Leonel GarcÃ­a,Para Empezar,pop,,
Seu Jorge,Amiga da Minha Mulher,world,,
J Alvarez,Regalame una Noche,world,,
Adele,He Won't Go,pop,,
The Head And The Heart,Down in the Valley,pop,,
Bob Seger,Against The Wind,rock,,
Jim Croce,I Got a Name (Stereo Version),rock,,
Westlife,You Raise Me Up,pop,,
Ed Sheeran,Wake Me Up,pop,,
Drake,Under Ground Kings,hip_hop,,
Chris Tomlin,How Great Is Our God,other,,
Metronomy,The Bay,electronic,,
Newsboys,God's Not Dead (Like A Lion),other,,
Los Bukis,QuiÃ©reme,world,,
DMX,Ruff Ryders' Anthem,,,
Justin Bieber,All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey,pop,,
Michael BublÃ©,Blue Christmas,other,,
BeyoncÃ©,Party,pop,,
Avril Lavigne,Smile,pop,,
Ricky Martin,"Te ExtraÃ±o, Te Olvido, Te Amo",pop,,
Alejandro FernÃ¡ndez,No,pop,,
SeksendÃ¶rt,Kendime Yalan SÃ¶yledim,pop,,
T-Pain,5 O'Clock,pop,,
J. Cole,Lights Please,hip_hop,,
The Lonely Island,Jack Sparrow,hip_hop,,
Dean Martin,Sway (Quien Sera),rb_soul,,
Bon Iver,Towers,pop,,
JAY-Z,Who Gon Stop Me,hip_hop,,
The Kid LAROI,STAY,hip_hop,,
Olivia Rodrigo,drivers license,pop,1/8/2021,1.0
Olivia Rodrigo,drivers license,pop,1/8/2021,0.0
Olivia Rodrigo,good 4 u,pop,5/14/2021,1.0
Olivia Rodrigo,good 4 u,pop,5/14/2021,0.0
Maroon 5,Memories,pop,9/20/2019,0.0
Lil Nas X,INDUSTRY BABY,hip_hop,,
Lil Nas X,MONTERO (Call Me By Your Name),hip_hop,3/26/2021,1.0
Lil Nas X,MONTERO (Call Me By Your Name),hip_hop,3/24/2021,0.0
24kGoldn,Mood,hip_hop,,
Doja Cat,Kiss Me More,pop,,
Adele,Easy On Me,pop,10/14/2021,0.0
Ed Sheeran,Bad Habits,pop,1/1/2020,0.0
Olivia Rodrigo,deja vu,pop,4/1/2021,1.0
